2024-10-10 19:32:23,642 [Worker-1] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Collecting project info '/pom.xml' D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\pom.xml
2024-10-10 20:03:38,476 [Worker-21] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:03:38,477 [Worker-21] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\main\resources
2024-10-10 20:03:38,481 [Worker-21] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:03:38,483 [Worker-21] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\test\resources
2024-10-10 20:03:46,015 [Worker-20] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:03:46,016 [Worker-20] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\main\resources
2024-10-10 20:03:46,016 [Worker-20] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:03:46,017 [Worker-20] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\test\resources
2024-10-10 20:04:17,808 [Worker-5] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2024-10-10 20:04:18,058 [Worker-5] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.mave.biosalud:ProyectoBioSalud:0.0.1-SNAPSHOT @ D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\pom.xml.
2024-10-10 20:04:18,727 [Worker-5] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ProyectoBioSalud/src/main/java
2024-10-10 20:04:18,728 [Worker-5] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ProyectoBioSalud/src/test/java
2024-10-10 20:04:19,278 [Worker-5] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Cleaning filtered folder for ProyectoBioSalud
2024-10-10 20:04:19,280 [Worker-5] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 1 sec
2024-10-10 20:04:19,745 [Worker-20] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:04:19,746 [Worker-20] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\main\resources
2024-10-10 20:04:19,747 [Worker-20] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:04:19,747 [Worker-20] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\test\resources
2024-10-10 20:04:19,747 [Worker-20] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of ProyectoBioSalud
2024-10-10 20:04:19,747 [Worker-20] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for ProyectoBioSalud
2024-10-10 20:04:19,750 [Worker-20] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:04:28,353 [Worker-21] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:04:28,355 [Worker-21] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\main\resources
2024-10-10 20:04:28,357 [Worker-21] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:04:28,360 [Worker-21] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\test\resources
2024-10-10 20:05:53,498 [Worker-23] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:05:53,498 [Worker-23] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\main\resources
2024-10-10 20:05:53,498 [Worker-23] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:05:53,500 [Worker-23] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\test\resources
2024-10-10 20:06:00,970 [Worker-24] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:06:00,971 [Worker-24] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\main\resources
2024-10-10 20:06:00,971 [Worker-24] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:06:00,972 [Worker-24] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\test\resources
2024-10-10 20:06:57,287 [Worker-24] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:06:57,287 [Worker-24] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\main\resources
2024-10-10 20:06:57,288 [Worker-24] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:06:57,289 [Worker-24] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\test\resources
2024-10-10 20:07:44,482 [Worker-20] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:07:44,483 [Worker-20] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\main\resources
2024-10-10 20:07:44,483 [Worker-20] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:07:44,484 [Worker-20] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\test\resources
2024-10-10 20:08:08,496 [Worker-20] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:08:08,497 [Worker-20] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\main\resources
2024-10-10 20:08:08,497 [Worker-20] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:08:08,498 [Worker-20] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\test\resources
2024-10-10 20:08:23,208 [Worker-23] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:08:23,209 [Worker-23] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\main\resources
2024-10-10 20:08:23,210 [Worker-23] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:08:23,211 [Worker-23] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\test\resources
2024-10-10 20:08:57,184 [Worker-25] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:08:57,184 [Worker-25] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\main\resources
2024-10-10 20:08:57,185 [Worker-25] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:08:57,186 [Worker-25] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\test\resources
2024-10-10 20:09:21,878 [Worker-26] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:09:21,879 [Worker-26] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\main\resources
2024-10-10 20:09:21,880 [Worker-26] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:09:21,880 [Worker-26] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\test\resources
2024-10-10 20:10:03,710 [Worker-24] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:10:03,710 [Worker-24] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\main\resources
2024-10-10 20:10:03,710 [Worker-24] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:10:03,711 [Worker-24] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\test\resources
2024-10-10 20:10:15,023 [Worker-25] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:10:15,023 [Worker-25] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\main\resources
2024-10-10 20:10:15,024 [Worker-25] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:10:15,025 [Worker-25] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\test\resources
2024-10-10 20:10:26,045 [Worker-20] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:10:26,045 [Worker-20] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\main\resources
2024-10-10 20:10:26,046 [Worker-20] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:10:26,047 [Worker-20] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\test\resources
2024-10-10 20:11:41,385 [Worker-28] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:11:41,386 [Worker-28] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\main\resources
2024-10-10 20:11:41,386 [Worker-28] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:11:41,388 [Worker-28] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\test\resources
2024-10-10 20:11:50,040 [Worker-25] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2024-10-10 20:11:50,274 [Worker-25] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.mave.biosalud:ProyectoBioSalud:0.0.1-SNAPSHOT @ D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\pom.xml.
2024-10-10 20:11:50,915 [Worker-25] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ProyectoBioSalud/src/main/java
2024-10-10 20:11:50,915 [Worker-25] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ProyectoBioSalud/src/test/java
2024-10-10 20:11:51,454 [Worker-25] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Cleaning filtered folder for ProyectoBioSalud
2024-10-10 20:11:51,456 [Worker-25] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 1 sec
2024-10-10 20:11:51,975 [Worker-23] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:11:51,975 [Worker-23] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\main\resources
2024-10-10 20:11:51,976 [Worker-23] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:11:51,977 [Worker-23] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\test\resources
2024-10-10 20:11:51,977 [Worker-23] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of ProyectoBioSalud
2024-10-10 20:11:51,977 [Worker-23] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for ProyectoBioSalud
2024-10-10 20:11:51,979 [Worker-23] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:12:42,747 [Worker-26] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:12:42,748 [Worker-26] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\main\resources
2024-10-10 20:12:42,748 [Worker-26] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:12:42,749 [Worker-26] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\test\resources
2024-10-10 20:12:48,443 [Worker-27] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:12:48,444 [Worker-27] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\main\resources
2024-10-10 20:12:48,446 [Worker-27] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:12:48,447 [Worker-27] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\test\resources
2024-10-10 20:12:57,560 [Worker-23] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2024-10-10 20:12:57,785 [Worker-23] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.mave.biosalud:ProyectoBioSalud:0.0.1-SNAPSHOT @ D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\pom.xml.
2024-10-10 20:12:58,431 [Worker-23] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ProyectoBioSalud/src/main/java
2024-10-10 20:12:58,432 [Worker-23] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ProyectoBioSalud/src/test/java
2024-10-10 20:12:58,872 [Worker-23] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Cleaning filtered folder for ProyectoBioSalud
2024-10-10 20:12:58,874 [Worker-23] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 1 sec
2024-10-10 20:12:59,527 [Worker-21] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:12:59,527 [Worker-21] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\main\resources
2024-10-10 20:12:59,528 [Worker-21] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:12:59,529 [Worker-21] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\test\resources
2024-10-10 20:12:59,529 [Worker-21] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of ProyectoBioSalud
2024-10-10 20:12:59,529 [Worker-21] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for ProyectoBioSalud
2024-10-10 20:12:59,531 [Worker-21] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:13:05,971 [Worker-20] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:13:05,972 [Worker-20] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\main\resources
